node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,coverage,dist_from_mean_coordinate,n_modes,n_routes
4145,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,76.01128387451172,0.09309463202953339,1.0,1.0
4146,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,245.00015258789062,0.2369140237569809,1.0,5.0
4147,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,61.9589958190918,0.10505442321300507,1.0,1.0
4148,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,55.90814971923828,0.19676344096660614,1.0,2.0
4149,0,bus,2.0,1.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,282.81573486328125,0.25416022539138794,1.0,5.0
4150,6,trolley,1.0,0.0,4562.0,0.0,261.0,1,1,4,1 tip,0 no foreign neighbour,44.69582748413086,0.14090269804000854,1.0,1.0
4151,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,25.98360824584961,0.2234574854373932,1.0,1.0
4152,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,2,2 path,mixed,247.9075927734375,0.23339442908763885,1.0,6.0
4153,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,37.70901870727539,1.0744317770004272,1.0,1.0
4154,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,281.50323486328125,0.04820838198065758,1.0,6.0
4155,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,711.0980834960938,0.17162756621837616,1.0,10.0
4156,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,37.70901870727539,0.9588752388954163,1.0,1.0
4157,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,77.90262603759766,0.054114989936351776,1.0,1.0
4158,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,57.0694694519043,0.12793196737766266,1.0,1.0
4159,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,171.6692352294922,0.21327710151672363,1.0,3.0
4160,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,6,3+ branch,0 no foreign neighbour,268.71435546875,0.4124221205711365,1.0,5.0
4161,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,38.31848907470703,0.33723214268684387,1.0,1.0
4162,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,65.8349380493164,0.13617783784866333,1.0,2.0
4163,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,581.4747314453125,0.2920704483985901,1.0,6.0
4164,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,6,1 tip,0 no foreign neighbour,207.3431854248047,0.724612295627594,1.0,3.0
4165,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,312.3847961425781,0.16612064838409424,1.0,5.0
4166,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,307.9702453613281,0.09356764703989029,1.0,6.0
4167,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,180.02792358398438,0.058592621237039566,1.0,3.0
4168,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,35.886817932128906,0.09163080900907516,1.0,2.0
4169,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,37.1415901184082,0.2150193452835083,1.0,1.0
4170,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,66.6761245727539,0.0162862129509449,1.0,1.0
4171,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,2,1 tip,1 all neighbours foreign,227.87680053710938,0.09105205535888672,1.0,5.0
4172,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,50.5258674621582,0.105989471077919,1.0,1.0
4173,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,167.8130645751953,0.0702703595161438,1.0,2.0
4174,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,3,2 path,mixed,73.12550354003906,0.19989453256130219,1.0,2.0
4175,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,301.8929138183594,0.14877644181251526,1.0,5.0
4176,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,5,2 path,0 no foreign neighbour,112.82489013671875,0.17678821086883545,1.0,2.0
4177,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,2,1 tip,1 all neighbours foreign,86.05089569091797,0.0912008285522461,1.0,1.0
4178,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,365.1571350097656,0.12466491013765335,1.0,7.0
4179,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,5,1 tip,0 no foreign neighbour,257.9515380859375,0.16720043122768402,1.0,5.0
4180,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,54.89096450805664,0.08550389856100082,1.0,2.0
4181,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,238.6331024169922,0.01654728688299656,1.0,4.0
4182,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,325.3085632324219,0.16810862720012665,1.0,5.0
4183,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,205.14862060546875,0.02068363130092621,1.0,4.0
4184,0,bus,4.0,0.1666666716337204,4562.0,0.0,3145.0,0,0,3,3+ branch,0 no foreign neighbour,174.59432983398438,0.20088030397891998,1.0,3.0
4185,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,46.58255386352539,0.18641769886016846,1.0,1.0
4186,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,61.9589958190918,0.1115383505821228,1.0,1.0
4187,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,61.9589958190918,0.11250648647546768,1.0,1.0
4188,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,62.9547004699707,0.0848400667309761,1.0,1.0
4189,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,48.703765869140625,0.16008825600147247,1.0,1.0
4190,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,147.45602416992188,0.15810461342334747,1.0,3.0
4191,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,17.334890365600586,0.5267670750617981,1.0,1.0
4192,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,1,2 path,0 no foreign neighbour,97.29273986816406,0.41839295625686646,1.0,1.0
4193,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,319.30157470703125,0.23308324813842773,1.0,6.0
4194,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,25.98360824584961,0.22792312502861023,1.0,1.0
4195,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,25.98360824584961,0.20526307821273804,1.0,1.0
4196,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,3,2 path,mixed,228.85723876953125,0.21001216769218445,1.0,4.0
4197,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,25.98360824584961,0.21856467425823212,1.0,1.0
4198,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,73.45907592773438,0.25382372736930847,1.0,2.0
4199,3,bus+trolley,3.0,0.0,4562.0,1.0,610.0,1,1,3,3+ branch,1 all neighbours foreign,374.52508544921875,0.15886574983596802,2.0,6.0
4200,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,3,1 tip,1 all neighbours foreign,54.09006881713867,0.15652987360954285,1.0,1.0
4201,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,3,1 tip,1 all neighbours foreign,54.09006881713867,0.15720665454864502,1.0,1.0
4202,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,167.23782348632812,0.13535450398921967,1.0,3.0
4203,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,167.23782348632812,0.12268102914094925,1.0,3.0
4204,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,167.23782348632812,0.13260462880134583,1.0,3.0
4205,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,60.19198226928711,0.3276785612106323,1.0,1.0
4206,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,60.19198226928711,0.3276168704032898,1.0,1.0
4207,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,141.78366088867188,0.034069061279296875,1.0,4.0
4208,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,0,1 tip,1 all neighbours foreign,36.73923873901367,0.05176808685064316,1.0,1.0
4209,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,38.926979064941406,0.04205978661775589,1.0,1.0
4210,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,107.16214752197266,0.37217265367507935,1.0,1.0
4211,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,341.7706604003906,0.034815192222595215,1.0,7.0
4212,0,bus,2.0,1.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,463.0726318359375,0.17871813476085663,1.0,8.0
4213,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,181.95814514160156,0.19027867913246155,1.0,3.0
4214,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,4.9738664627075195,0.06232735142111778,1.0,1.0
4215,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,46.99614334106445,0.19008995592594147,1.0,1.0
4216,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,21.64897918701172,0.1394338756799698,1.0,1.0
4217,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,2,1 tip,1 all neighbours foreign,66.50605773925781,0.15220129489898682,1.0,1.0
4218,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,51.55946350097656,0.15014374256134033,1.0,1.0
4219,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,44.272300720214844,0.36050596833229065,1.0,1.0
4220,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,39.781009674072266,0.042954061180353165,1.0,1.0
4221,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,93.2914047241211,0.007563157007098198,1.0,2.0
4222,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,3,3+ branch,0 no foreign neighbour,425.7652893066406,0.23207926750183105,1.0,8.0
4223,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,138.07643127441406,0.386328786611557,1.0,3.0
4224,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,314.21337890625,0.11989045888185501,1.0,6.0
4225,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,138.31146240234375,0.38538846373558044,1.0,3.0
4226,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,182.83892822265625,0.4166392683982849,1.0,4.0
4227,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,152.5650634765625,0.13129465281963348,1.0,3.0
4228,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,35.73957824707031,0.14310713112354279,1.0,1.0
4229,3,bus+trolley,3.0,0.0,4562.0,1.0,610.0,1,1,0,3+ branch,1 all neighbours foreign,338.5793762207031,0.0945054292678833,2.0,6.0
4230,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,83.55319213867188,0.402912437915802,1.0,2.0
4231,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,243.2991180419922,0.18143056333065033,1.0,4.0
4232,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,134.90696716308594,0.1251678317785263,1.0,3.0
4233,0,bus,0.0,0.0,4562.0,,3145.0,0,0,0,0 isolated,,62.607933044433594,0.8619725704193115,1.0,1.0
4234,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,172.29693603515625,0.1603800356388092,1.0,4.0
4235,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,120.76793670654297,0.10592272132635117,1.0,2.0
4236,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,99.07412719726562,0.22394123673439026,1.0,3.0
4237,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,303.82989501953125,0.4454857110977173,1.0,6.0
4238,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,39.43302917480469,0.1109447106719017,1.0,1.0
4239,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,39.43302917480469,0.1106235682964325,1.0,1.0
4240,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,226.22752380371094,0.26893457770347595,1.0,5.0
4241,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,181.2721710205078,0.09809662401676178,1.0,4.0
4242,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,66.50605773925781,0.15940624475479126,1.0,1.0
4243,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,79.42172241210938,0.14665547013282776,1.0,2.0
4244,3,bus+trolley,3.0,0.0,4562.0,0.3333333333333333,610.0,1,1,2,3+ branch,mixed,86.78345489501953,0.13555626571178436,2.0,2.0
4245,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,21.880651473999023,0.5707146525382996,1.0,1.0
4246,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,191.57395935058594,0.04142903536558151,1.0,5.0
4247,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,70.16227722167969,0.3826138377189636,1.0,2.0
4248,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,45.96323013305664,0.3767363429069519,1.0,1.0
4249,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,111.55653381347656,0.14699923992156982,1.0,2.0
4250,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,39.195228576660156,0.19423845410346985,1.0,1.0
4251,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,109.3021469116211,0.04201526939868927,1.0,2.0
4252,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,190.1514434814453,0.2061404138803482,1.0,3.0
4253,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,139.48643493652344,0.20684519410133362,1.0,2.0
4254,3,bus+trolley,2.0,0.0,4562.0,0.0,610.0,1,1,3,2 path,0 no foreign neighbour,446.462646484375,0.10800594836473465,2.0,8.0
4255,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,23.00185775756836,0.1675277054309845,1.0,1.0
4256,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,2,1 tip,1 all neighbours foreign,66.41399383544922,0.14777615666389465,1.0,1.0
4257,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,3,1 tip,1 all neighbours foreign,66.41399383544922,0.14762745797634125,1.0,1.0
4258,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,113.0499267578125,0.1069202646613121,1.0,2.0
4259,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,0,1 tip,1 all neighbours foreign,617.3768920898438,0.09196420013904572,1.0,12.0
4260,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,2,1 tip,1 all neighbours foreign,66.6761245727539,0.057883135974407196,1.0,1.0
4261,3,bus+trolley,1.0,0.0,4562.0,0.0,610.0,1,1,4,1 tip,0 no foreign neighbour,159.18226623535156,0.08168035000562668,2.0,3.0
4262,0,bus,4.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,125.70552062988281,0.1890202760696411,1.0,2.0
4263,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,79.16022491455078,0.4652389883995056,1.0,1.0
4264,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,79.16022491455078,0.41601869463920593,1.0,1.0
4265,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,46.41826629638672,0.10428919643163681,1.0,1.0
4266,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,65.99470520019531,0.2950029969215393,1.0,1.0
4267,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,2,3+ branch,0 no foreign neighbour,107.34369659423828,0.3232043981552124,1.0,3.0
4268,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,2,1 tip,1 all neighbours foreign,65.0218276977539,0.12115086615085602,1.0,1.0
4269,3,bus+trolley,2.0,0.0,4562.0,1.0,610.0,1,1,2,2 path,1 all neighbours foreign,107.92186737060547,0.13013409078121185,2.0,2.0
4270,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,532.3949584960938,0.13633239269256592,1.0,10.0
4271,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,0,2 path,mixed,365.1571350097656,0.13500098884105682,1.0,7.0
4272,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,29.233972549438477,0.33777493238449097,1.0,1.0
4273,0,bus,0.0,0.0,4562.0,,3145.0,0,0,2,0 isolated,,29.233972549438477,0.38598790764808655,1.0,1.0
4274,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,0,2 path,0 no foreign neighbour,62.607933044433594,0.8284836411476135,1.0,1.0
4275,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,2,1 tip,1 all neighbours foreign,46.895057678222656,0.06729989498853683,1.0,1.0
4276,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,134.3709259033203,0.07625660300254822,1.0,3.0
4277,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,82.1812744140625,0.40314316749572754,1.0,2.0
4278,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,82.1812744140625,0.4035537540912628,1.0,2.0
4279,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,5,2 path,0 no foreign neighbour,403.0538330078125,0.09255512803792953,1.0,7.0
4280,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,20.398571014404297,0.17072510719299316,1.0,1.0
4281,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,60.834129333496094,0.20593670010566711,1.0,2.0
4282,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,208.10894775390625,0.41470274329185486,1.0,3.0
4283,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,43.01979446411133,0.4496249854564667,1.0,1.0
4284,3,bus+trolley,1.0,0.0,4562.0,0.0,610.0,1,1,3,1 tip,0 no foreign neighbour,215.51783752441406,0.13530424237251282,2.0,4.0
4285,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,68.18063354492188,0.526016891002655,1.0,1.0
4286,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,224.1880645751953,0.2574223279953003,1.0,5.0
4287,0,bus,2.0,1.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,299.5516357421875,0.327082097530365,1.0,7.0
4288,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,145.17727661132812,0.3508645296096802,1.0,2.0
4289,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,0,3+ branch,0 no foreign neighbour,189.9147186279297,0.09774114936590195,1.0,3.0
4290,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,217.5007781982422,0.15368467569351196,1.0,4.0
4291,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,6,2 path,0 no foreign neighbour,309.03070068359375,0.3012923002243042,1.0,5.0
4292,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,88.28502655029297,0.15394170582294464,1.0,2.0
4293,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,38.842464447021484,0.1638396680355072,1.0,1.0
4294,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,3,1 tip,1 all neighbours foreign,38.842464447021484,0.16469784080982208,1.0,1.0
4295,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,0,2 path,mixed,220.95655822753906,0.06414638459682465,1.0,3.0
4296,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,308.8277893066406,0.0919916108250618,1.0,6.0
4297,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,2,2 path,0 no foreign neighbour,64.4030532836914,0.1613728553056717,1.0,2.0
4298,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,57.34348678588867,0.54942786693573,1.0,1.0
4299,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,57.34348678588867,0.5484402775764465,1.0,1.0
4300,4,tram,1.0,0.0,4562.0,1.0,296.0,1,1,2,1 tip,1 all neighbours foreign,44.68915939331055,0.1730135977268219,1.0,2.0
4301,4,tram,1.0,0.0,4562.0,1.0,296.0,1,1,3,1 tip,1 all neighbours foreign,69.31886291503906,0.169150710105896,1.0,2.0
4302,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,62.342220306396484,0.1548171043395996,1.0,2.0
4303,0,bus,0.0,0.0,4562.0,,3145.0,0,0,2,0 isolated,,64.4030532836914,0.15872976183891296,1.0,2.0
4304,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,43.01979446411133,0.23972611129283905,1.0,1.0
4305,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,51.91919708251953,0.012739833444356918,1.0,1.0
4306,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,3,2 path,0 no foreign neighbour,127.2851791381836,0.15566304326057434,1.0,4.0
4307,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,49.10312271118164,0.09317747503519058,1.0,1.0
4308,3,bus+trolley,2.0,1.0,4562.0,0.0,610.0,1,1,4,2 path,0 no foreign neighbour,403.2759094238281,0.020453989505767822,2.0,7.0
4309,3,bus+trolley,4.0,0.0,4562.0,1.0,610.0,1,1,4,3+ branch,1 all neighbours foreign,336.48577880859375,0.018661679700016975,2.0,6.0
4310,0,bus,2.0,0.0,4562.0,0.5,3145.0,0,0,4,2 path,mixed,233.74195861816406,0.1549038290977478,1.0,4.0
4311,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,3,1 tip,0 no foreign neighbour,42.138404846191406,0.1968075931072235,1.0,2.0
4312,4,tram,1.0,0.0,4562.0,1.0,296.0,1,1,3,1 tip,1 all neighbours foreign,47.95895004272461,0.17281828820705414,1.0,2.0
4313,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,187.63262939453125,0.17214131355285645,1.0,3.0
4314,6,trolley,1.0,0.0,4562.0,1.0,261.0,1,1,0,1 tip,1 all neighbours foreign,87.41384887695312,0.07123209536075592,1.0,2.0
4315,0,bus,3.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,253.41702270507812,0.20449663698673248,1.0,4.0
4316,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,0,1 tip,0 no foreign neighbour,181.07955932617188,0.0949154943227768,1.0,4.0
4317,0,bus,5.0,0.0,4562.0,0.0,3145.0,0,0,4,3+ branch,0 no foreign neighbour,290.1739807128906,0.19728298485279083,1.0,6.0
4318,0,bus,1.0,0.0,4562.0,1.0,3145.0,0,0,4,1 tip,1 all neighbours foreign,107.37840270996094,0.08583378791809082,1.0,2.0
4319,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,65.42723846435547,1.3431777954101562,1.0,1.0
4320,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,65.42723846435547,1.3434785604476929,1.0,1.0
4321,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,4,1 tip,0 no foreign neighbour,99.6201400756836,0.24368716776371002,1.0,3.0
4322,0,bus,0.0,0.0,4562.0,,3145.0,0,0,2,0 isolated,,99.6201400756836,0.24526746571063995,1.0,3.0
4323,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,17.491806030273438,1.2901808023452759,1.0,1.0
4324,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,17.491806030273438,1.2890952825546265,1.0,1.0
4325,0,bus,2.0,0.0,4562.0,0.0,3145.0,0,0,4,2 path,0 no foreign neighbour,17.491806030273438,1.5770483016967773,1.0,1.0
4326,0,bus,1.0,0.0,4562.0,0.0,3145.0,0,0,2,1 tip,0 no foreign neighbour,17.491806030273438,1.7185955047607422,1.0,1.0
