route,n_stops,cohesion,null_cohesion,span
bus:4,21,0.42857142857142855,0.359047619047619,0.055857788771390915
bus:40,74,0.5540540540540541,0.3386486486486487,0.1617325097322464
bus:404,16,0.625,0.395,0.22355714440345764
bus:406,26,0.6538461538461539,0.34615384615384615,0.47122108936309814
bus:408,8,1.0,0.455,0.06509596854448318
bus:41,24,0.5416666666666666,0.3516666666666666,0.06856581568717957
bus:410,22,0.7272727272727273,0.3499999999999999,0.1908150166273117
bus:415,19,0.6842105263157895,0.35052631578947363,0.15785636007785797
bus:415Ш,13,0.38461538461538464,0.3846153846153845,0.083536297082901
bus:42,25,0.68,0.3624,0.06842228025197983
bus:420,54,0.2777777777777778,0.33666666666666667,0.7447571158409119
bus:420А,46,0.32608695652173914,0.3326086956521739,0.7014531493186951
bus:420Б,33,0.3939393939393939,0.33333333333333337,0.4841479957103729
bus:43,18,0.8888888888888888,0.37444444444444436,0.060602374374866486
bus:433,47,0.5957446808510638,0.3527659574468085,0.19644498825073242
bus:435,46,0.6304347826086957,0.3230434782608696,0.28832921385765076
bus:436,66,0.4696969696969697,0.3296969696969697,0.3395777642726898
bus:438,48,0.6458333333333334,0.335,0.24122783541679382
bus:438З,38,0.5526315789473685,0.3305263157894737,0.21391752362251282
bus:443,18,0.5555555555555556,0.3633333333333333,0.24069398641586304
bus:446,18,0.8888888888888888,0.37777777777777777,0.1276700347661972
bus:45,9,0.4444444444444444,0.38888888888888884,0.0215864647179842
bus:454,28,0.5357142857142857,0.3557142857142857,0.5340594053268433
bus:458,34,0.5882352941176471,0.33705882352941174,0.16186513006687164
bus:458А,13,0.7692307692307693,0.4076923076923076,0.1459810435771942
bus:458Б,34,0.5882352941176471,0.34470588235294114,0.16186513006687164
bus:46,54,0.5555555555555556,0.3348148148148148,0.1539093255996704
bus:461,15,0.8666666666666667,0.38666666666666666,0.12587399780750275
